no,nama,komentar,rating,link
52,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Hujan tetep aja basahhhhh,1,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e692
53,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Barang kurang bagus... Tdk sesuai,1,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e693
54,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Saya kira bahan ya tebel teryata tipis kaya pelastik,1,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e694
55,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,"Kualitas bahan sangat oke dan mirip seperti jaket biasa hanya saja dalamnya seperti jas hujan, keren sekali 2 lapis bahan sekaligus, suka banget sama barangnya semoga awet gak seperti jas hujan biasanya",5,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961
56,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,"Bagus, ga berat, tp belum tau bakal rembes apa engga, semoga awet ya",5,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7962
57,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,"Bahan lentur dan gak terlalu tebal jadi ringkas di taruh di jok motor, semoga awet lama. Kalau beneran bagus pengen beli warna lainnya",5,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7963
58,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,Semoga kualitasnya terjamin dan awet bertahun tahun...,4,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7968
59,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,"Alhamdulillah.. Pesanan mendarat dengan selamat, cuma pengirimannya agak lama. Dan pesanan warna tidak sesuai, pesan Navy dan Deefsky datangnya begini.",3,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7969
60,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,"Sudah diterima bahan bagus, tap sayangnya ukuran all size kecil",3,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7970
61,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,Dari risleting depan masih rembes,2,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7971
62,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,"Warna di foto produk seperti navy ke abu- abuan, pas sampe navy biru biasa",2,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7972
63,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,Review jujur : pada saat hujan tembus terutama di bagian sleting nya ..,1,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7973
64,Greenforest Jas Hujan Gunung - Mantel Hujan - Jas Hujan Setelan Jaket dan Celana,Tolong diperhatikan kualitas bahan dan jahitannya rembes di pakai hujan tidak terlalu besar pun rembes.....,1,https://shopee.co.id/Greenforest-Jas-Hujan-Gunung-Mantel-Hujan-Jas-Hujan-Setelan-Jaket-dan-Celana-i.11239056.10349458160?sp_atk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7961&xptdk=9fb30b9d-cbb8-4dea-bb2a-cefae9cb7974
65,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,"Terimakasih banyak barang ORI kualitas mntap , seller ramah dan gercep.. sekali lagi terima kasih ya.",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff41
66,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,"Mntab, seller fast respon, fast kirim, recommended seller pokoknya",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff42
67,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,Produk sesuai tp syg lama proses pengiriman Mohon di perbaiki lg ya seler,4,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff43
68,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,"Mintanya ukuran XL 1 malah L semua gimana sih, pengiriman juga lama",3,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff44
69,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,Pesan hitam datang biru.,3,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff45
70,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,Yang dipesan warna navy eh yg datang hitam tapi kalau barangnya bagus saja,1,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff46
71,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,Sangat sangat lambat,1,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff47
72,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,"barang ok , sampai dengan selamat brg nya. , next order lagi min",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff48
73,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,"Paket sudah diterima, lengkap sesuai pesanan, pengiriman cepat, tidak ada yang cacat. Thankyou seller.",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff51
74,Jas Hujan ASV Versi 1 Kualitas No.1 Rubber Press Dijamin Ga tembus Air,"Wah mantep sih ini, pertama kali beli jas hujan bahan nya bgni, smoga bner2 awet, no tembus",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff53
75,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"Untuk kualitas tidak diragukan lagi produk axio ini, Berhubung suka touring bisa dibilang jaket hujan ini sangat TOURINGABLE disegala kondisi cuaca saat ini. Ada video sederhana terkait pembuktian bahwa produk bagus dan tidak bocor. Video dibikin sesederhana mungkin oleh ahli yang tidak berkompeten dibidang editing.",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff54
76,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"Penjualnya ramah, respon cepat, rekomend untuk semua yg mau jas hujan kereeeeen... Pokoknya puas...",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff57
77,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"Cocok dan pas banget dibeli buat melindungi di musim hujan, akhir sampai awal tahun ini. Jas hujan tebel, tapi super adem. Cocoook banget buat yg kerjanya jauh. Ada scotlight policenya juga, nambah aman dipakai saat hujan di malam hari. Designnya juga kece. Pokoknya mantabbbbbbbbb!!!!!",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff58
78,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,Alhamdulillah sesuai dengan yg aku harapkan. Sengaja memang beli 2 biar bisa samaan sama suami. Ketika berkendara di malam hari juga nggak khawatir karna ada bagian yg bisa nyala kalau kena sinar. Dijamin nggak bisa tembus air hujannya. Bahannya juga nggak kaku. Suka banget terimakasih jas hujan Axio,5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff59
79,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"Bahan lumayan tebal, kualitas lumayan oke, pengiriman cepat. Mantap.",4,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff60
80,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,Barang sudah diterima sesuai dengan pesanann. Kualitas oke bahan lembut.. Mudah-mudahan tidak tembus. Untuk ukuran semoga pas. Terimakasih.. Sukses selalu.,4,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff61
81,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,Kualitas cukup baik.. Harga terjangkau.. Kemasan baik.. Pengiriman cukup cepat..,4,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff62
82,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,Kasih 3 dulu karena belum buka sampe isinya. Semoga nggak ada cacat/rusak di barangnya. Untuk kecepatan pengiriman udah oke.,3,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff63
83,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"kiriman sdh sampai dengan selamat, pengemasan bagus rapi kurirnya juga baik, sangat puas belanja di toko ini. biar berkah terus ya Kak, terimakasih.",3,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff64
84,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"Brang ori,respon seller bagus TAPI sayang pngiriman sngat lambat bhkan 2hari ga jlan"" ekpedisi akhire hrus nyamperin ke kntor anteraja dan ada bgian yg sobek dkit",3,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff65
85,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"Barang ORI, Jahitan rapih. Cuma Seller kurang teliti, ada yg kurang walaupun ga terlalu masalah buat saya.",2,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff66
86,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"Barang sudah datang dengan selamat, barang bagus, pengiriman cepat tapi abang2 kurirnya naro nya sembarangan kalo ilang, gimana? Kalo ngga ada orang harusnya di titipkan ke tetangga,",2,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff67
87,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,"Kecewa bangt sih sama toko ini, sebelum barang di packing sudah di chatt supaya barangnya di cek terlebih dahulu. Dan ternyata benar, belum dipakai sudah begini. Harga benar2 tidak sesuai dgn kualitas barang. Mohon lebih diperhatikan kedepannya, kasihan pembelinya pada kecewa.",1,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff68
88,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,Saya bingung masih ada yg beli axio. Jas hujan harga hampir 300 ribu tapi rembes seperti ini. Jelek banget ya ampun. Saya bukan dari kompetitor atau apapun. Ini review jujur saya. Nyesel banget beli jas hujan harga segini. Ekspektasi saya tinggi tp kenyatannya ancur banget. Untuk calon pembeli yg lain mending pikir2 dulu. Untuk axio semoga diperbaiki deh kualitasnya.,1,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff69
89,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,Sangat2 kecewa.. beli mahal2 yang katanya produk ori. Pas sudah sampai barang nya kaya gini.. nyesel beli disini.,1,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff70
90,Jas Hujan AXIO Original Bahan Lebih Tebal Anti Bocor Jas Ujan Axio,Sangat amat mengecewakan dikasi barang rijekan...,1,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff71
91,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,"Pas nunggu barang datang takut bgt klo gk sesuai ekspektasi.. Ternyata bener.. Diluar ekspektasi buangett. Jas hujannya lentur, lembut, sedikit elastis (setau aku bahan ky gini pasti awet), gk bau plastik ky jas hujan lainnya. Respon penjual *5 bgt pas CO ku chat tolong dikirim secepatnya krna sabtu mau dipake, alhamdulillah amanah jumat sore udah nyampe.",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff72
92,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,Barang sudah sampai Pengiriman nya cepat Kurir nya juga ramah Toko nya juga cepat respon Terima kasih,5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff73
93,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,"Seneng belanja di sini, penjual amanah, pengiriman ceper, kurir juga cepet, makasih kk,",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff74
94,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,"Bahannya bagus tebel dan ga panas juga tapi sayang lengannya berkerut tapi celanya ga berkerut kirain berkerut dua duanya celana sama lengannyahh, sad ",4,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff75
95,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,"Jas hujanya tebel.. sesuai dengan harganya.. kurir jg ramahh., makasih banyak",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff76
96,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,"Bahan adem,nyaman di pakai, tekstur lemas gak kaku",4,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff77
97,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,Mantelnya bagus suka tp g tau ngembes apa nggak soalnya jahitan tkut ngembes Nti klo gk ngembes beli lgi buat istri,4,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff78
98,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,"Bagus bahannya, tidak tipis, sesuai gambar, cm agak lama datangnya tdk sesuai prediksi, mungki. Krn tagun baru . Btw saya suka produknya smg awer",4,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff79
99,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,"mohon di perbaiki kualitasnya di bagian jaitan ya min, bahannya bagus kuat dan elastis cuma di bagian jahitan tetap tembus jika terkena hujan",3,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff80
100,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,Bahanya kaku Kalo nggak bsa nyimpen nya auto cepet sobek nih jas hujan,3,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff81
101,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,Bahan bagus tp sayang bocor d resletingnya...jdi basah deh nympe dlm ..klo mau ga bocor y hrus gnti resleting,3,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff82
102,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,celana rembes basah semua. Jahitan sambungannya kurang baik.,2,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff83
103,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,"Baru dipake sekali, hujan deres, tembus mas bro.. wkwkwkwk",2,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff84
104,Jas Hujan GRAVITY Pria Wanita Mantel Hujan Jas Ujan Dewasa Raincoat Pria Wanita Tebal Keren Unisex,Sengaja baru kasih nilai mau tes ternyata tembus basah semua,1,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff85
105,Jas Hujan Axio 882 ORIGINAL/Mantel Hujan Axio Ori/Mantol Hujan Axio Asli/Setelan Jas Ujan Axio Dewasa Jaket Celana Uniseks,"Bahannya bagus ringan dan gak berat, Nyaman dipakai warnanya sejuk Cocok buat dibawa touring, kerja atau perjalanan dinas apapun. Bagi yang masih ragu nyari jas hujan, ini recommended banget",5,https://shopee.co.id/Jas-Hujan-ASV-Versi-1-Kualitas-No.1-Rubber-Press-Dijamin-Ga-tembus-Air-i.914988.9657245166?sp_atk=911da2e7-ab35-46e3-8911-a0615a4dff41&xptdk=911da2e7-ab35-46e3-8911-a0615a4dff86
